order_id,customer_id,order_date,order_value,payment_method,delivery_method
ORD_1204,CUST_081,2025-08-07 00:20:27.804591,1270.16,PIX,Pickup
ORD_1205,CUST_081,2025-08-28 00:20:27.804591,1371.47,Cash,Delivery
ORD_1206,CUST_081,2025-09-04 00:20:27.804591,581.52,Credit,Delivery
ORD_1207,CUST_081,2025-09-25 00:20:27.804591,1464.47,Credit,Pickup
ORD_1208,CUST_081,2025-10-16 00:20:27.804591,1378.23,Debit,Pickup
ORD_1209,CUST_082,2025-04-03 00:20:27.804591,2793.54,Cash,Pickup
ORD_1210,CUST_082,2025-04-24 00:20:27.804591,1676.91,Debit,Delivery
ORD_1211,CUST_082,2025-05-08 00:20:27.804591,1442.34,Credit,Delivery
ORD_1212,CUST_082,2025-05-15 00:20:27.804591,2034.96,Cash,Delivery
ORD_1213,CUST_082,2025-05-22 00:20:27.804591,2247.18,PIX,Delivery
ORD_1214,CUST_082,2025-06-19 00:20:27.804591,1953.24,Debit,Pickup
ORD_1215,CUST_082,2025-07-24 00:20:27.804591,1707.18,Cash,Pickup
ORD_1216,CUST_082,2025-08-07 00:20:27.804591,2479.78,Cash,Pickup
ORD_1217,CUST_082,2025-09-11 00:20:27.804591,1160.01,Cash,Delivery
ORD_1218,CUST_082,2025-09-18 00:20:27.804591,2984.57,Cash,Pickup
ORD_1219,CUST_082,2025-09-25 00:20:27.804591,528.76,Debit,Delivery
ORD_1220,CUST_083,2025-04-17 00:20:27.804591,1350.0,Credit,Delivery
ORD_1221,CUST_083,2025-05-01 00:20:27.804591,1376.33,Credit,Pickup
ORD_1222,CUST_083,2025-07-17 00:20:27.804591,765.05,Cash,Delivery
ORD_1223,CUST_083,2025-07-24 00:20:27.804591,1679.77,PIX,Delivery
ORD_1224,CUST_083,2025-08-28 00:20:27.804591,1337.35,Cash,Pickup
ORD_1225,CUST_083,2025-09-18 00:20:27.804591,1251.01,Debit,Delivery
ORD_1226,CUST_083,2025-09-25 00:20:27.804591,1502.92,Debit,Pickup
ORD_1227,CUST_083,2025-10-02 00:20:27.804591,1019.35,Credit,Delivery
ORD_1228,CUST_083,2025-10-16 00:20:27.804591,694.83,Credit,Pickup
ORD_1229,CUST_084,2025-04-03 00:20:27.804591,2382.78,Cash,Delivery
ORD_1230,CUST_084,2025-06-12 00:20:27.804591,2637.59,Cash,Delivery
ORD_1231,CUST_084,2025-07-10 00:20:27.804591,3806.8,PIX,Pickup
ORD_1232,CUST_084,2025-07-24 00:20:27.804591,4171.32,Cash,Delivery
ORD_1233,CUST_084,2025-07-31 00:20:27.804591,3938.4,Cash,Delivery
ORD_1234,CUST_084,2025-08-14 00:20:27.804591,2514.97,Cash,Delivery
ORD_1235,CUST_084,2025-08-28 00:20:27.804591,3401.85,Debit,Delivery
ORD_1236,CUST_084,2025-09-11 00:20:27.804591,2353.44,PIX,Delivery
ORD_1237,CUST_084,2025-10-02 00:20:27.804591,2390.81,Cash,Pickup
ORD_1238,CUST_084,2025-10-09 00:20:27.804591,4379.01,Cash,Pickup
ORD_1239,CUST_084,2025-10-16 00:20:27.804591,2694.84,PIX,Pickup
ORD_1240,CUST_085,2025-04-03 00:20:27.804591,786.29,Credit,Delivery
ORD_1241,CUST_085,2025-04-24 00:20:27.804591,536.67,Cash,Pickup
ORD_1242,CUST_085,2025-05-01 00:20:27.804591,506.62,Debit,Pickup
ORD_1243,CUST_085,2025-05-08 00:20:27.804591,444.83,PIX,Delivery
ORD_1244,CUST_085,2025-06-05 00:20:27.804591,283.51,Debit,Pickup
ORD_1245,CUST_085,2025-07-03 00:20:27.804591,476.74,Credit,Delivery
ORD_1246,CUST_085,2025-07-24 00:20:27.804591,585.5,PIX,Pickup
ORD_1247,CUST_085,2025-07-31 00:20:27.804591,584.24,Debit,Pickup
ORD_1248,CUST_085,2025-08-21 00:20:27.804591,295.17,Cash,Pickup
ORD_1249,CUST_085,2025-09-04 00:20:27.804591,673.77,PIX,Pickup
ORD_1250,CUST_085,2025-09-18 00:20:27.804591,567.07,Debit,Delivery
ORD_1251,CUST_085,2025-10-16 00:20:27.804591,812.58,PIX,Delivery
ORD_1252,CUST_086,2025-04-10 00:20:27.804591,2230.04,PIX,Pickup
ORD_1253,CUST_086,2025-04-17 00:20:27.804591,892.64,Cash,Pickup
ORD_1254,CUST_086,2025-04-24 00:20:27.804591,1817.08,Cash,Pickup
ORD_1255,CUST_086,2025-05-01 00:20:27.804591,1726.59,Cash,Delivery
ORD_1256,CUST_086,2025-05-08 00:20:27.804591,1320.29,PIX,Delivery
ORD_1257,CUST_086,2025-05-15 00:20:27.804591,1667.88,PIX,Pickup
ORD_1258,CUST_086,2025-05-22 00:20:27.804591,1415.43,PIX,Delivery
ORD_1259,CUST_086,2025-05-29 00:20:27.804591,1470.08,PIX,Delivery
ORD_1260,CUST_086,2025-06-05 00:20:27.804591,1700.93,Credit,Delivery
ORD_1261,CUST_086,2025-06-12 00:20:27.804591,1399.21,PIX,Pickup
ORD_1262,CUST_086,2025-06-19 00:20:27.804591,2105.77,Credit,Pickup
ORD_1263,CUST_086,2025-06-26 00:20:27.804591,1613.48,Debit,Pickup
ORD_1264,CUST_086,2025-07-03 00:20:27.804591,1538.67,Cash,Delivery
ORD_1265,CUST_086,2025-07-10 00:20:27.804591,979.63,PIX,Delivery
ORD_1266,CUST_086,2025-07-17 00:20:27.804591,1009.92,Debit,Delivery
ORD_1267,CUST_086,2025-07-24 00:20:27.804591,1591.47,Debit,Delivery
ORD_1268,CUST_086,2025-08-07 00:20:27.804591,1093.74,PIX,Delivery
ORD_1269,CUST_086,2025-08-21 00:20:27.804591,1825.76,Credit,Pickup
ORD_1270,CUST_086,2025-08-28 00:20:27.804591,2095.47,PIX,Pickup
ORD_1271,CUST_086,2025-09-11 00:20:27.804591,1415.99,Debit,Pickup
ORD_1272,CUST_086,2025-09-18 00:20:27.804591,1539.31,Cash,Delivery
ORD_1273,CUST_086,2025-10-02 00:20:27.804591,1160.73,Cash,Pickup
ORD_1274,CUST_086,2025-10-16 00:20:27.804591,1523.84,Debit,Pickup
ORD_1275,CUST_087,2025-04-03 00:20:27.804591,5526.09,Cash,Pickup
ORD_1276,CUST_087,2025-04-10 00:20:27.804591,5846.02,Debit,Delivery
ORD_1277,CUST_087,2025-04-17 00:20:27.804591,3961.48,PIX,Delivery
ORD_1278,CUST_087,2025-04-24 00:20:27.804591,6647.39,Cash,Delivery
ORD_1279,CUST_087,2025-05-01 00:20:27.804591,4170.67,PIX,Pickup
ORD_1280,CUST_087,2025-05-08 00:20:27.804591,6696.08,Cash,Pickup
ORD_1281,CUST_087,2025-06-05 00:20:27.804591,3953.57,PIX,Delivery
ORD_1282,CUST_087,2025-06-12 00:20:27.804591,5114.08,Cash,Pickup
ORD_1283,CUST_087,2025-06-26 00:20:27.804591,6051.52,PIX,Pickup
ORD_1284,CUST_087,2025-07-03 00:20:27.804591,5866.26,Debit,Delivery
ORD_1285,CUST_087,2025-07-10 00:20:27.804591,855.61,Debit,Pickup
ORD_1286,CUST_087,2025-07-17 00:20:27.804591,7525.85,Debit,Pickup
ORD_1287,CUST_087,2025-07-24 00:20:27.804591,1241.82,Debit,Delivery
ORD_1288,CUST_087,2025-07-31 00:20:27.804591,6218.22,Cash,Delivery
ORD_1289,CUST_087,2025-08-14 00:20:27.804591,4315.65,Debit,Pickup
ORD_1290,CUST_087,2025-08-21 00:20:27.804591,3409.52,Debit,Pickup
ORD_1291,CUST_087,2025-09-04 00:20:27.804591,6305.09,Cash,Pickup
ORD_1292,CUST_087,2025-09-11 00:20:27.804591,5416.0,Cash,Delivery
ORD_1293,CUST_087,2025-09-18 00:20:27.804591,5345.25,Credit,Delivery
ORD_1294,CUST_087,2025-10-09 00:20:27.804591,4675.84,Credit,Pickup
ORD_1295,CUST_088,2025-04-03 00:20:27.804591,4245.46,Cash,Delivery
ORD_1296,CUST_088,2025-04-10 00:20:27.804591,3000.12,PIX,Delivery
ORD_1297,CUST_088,2025-04-17 00:20:27.804591,3828.78,PIX,Pickup
ORD_1298,CUST_088,2025-05-15 00:20:27.804591,3221.12,PIX,Delivery
ORD_1299,CUST_088,2025-05-29 00:20:27.804591,4505.24,PIX,Pickup
ORD_1300,CUST_088,2025-06-05 00:20:27.804591,3400.6,Cash,Delivery
ORD_1301,CUST_088,2025-06-12 00:20:27.804591,3247.93,PIX,Delivery
ORD_1302,CUST_088,2025-06-19 00:20:27.804591,3199.09,PIX,Delivery
ORD_1303,CUST_088,2025-06-26 00:20:27.804591,3903.13,Debit,Delivery
ORD_1304,CUST_088,2025-07-03 00:20:27.804591,3255.79,PIX,Delivery
ORD_1305,CUST_088,2025-07-10 00:20:27.804591,1305.62,PIX,Pickup
ORD_1306,CUST_088,2025-07-31 00:20:27.804591,3195.95,Credit,Delivery
ORD_1307,CUST_088,2025-08-07 00:20:27.804591,2754.64,Debit,Pickup
ORD_1308,CUST_088,2025-08-21 00:20:27.804591,3937.35,PIX,Pickup
ORD_1309,CUST_088,2025-08-28 00:20:27.804591,4524.41,Cash,Pickup
ORD_1310,CUST_088,2025-09-04 00:20:27.804591,2807.03,Cash,Delivery
ORD_1311,CUST_088,2025-09-25 00:20:27.804591,3433.63,Cash,Pickup
ORD_1312,CUST_088,2025-10-09 00:20:27.804591,1940.95,PIX,Pickup
ORD_1313,CUST_088,2025-10-16 00:20:27.804591,3233.85,Debit,Delivery
ORD_1314,CUST_089,2025-05-01 00:20:27.804591,305.23,Cash,Pickup
ORD_1315,CUST_089,2025-05-08 00:20:27.804591,810.79,Credit,Pickup
ORD_1316,CUST_089,2025-05-15 00:20:27.804591,481.5,Cash,Delivery
ORD_1317,CUST_089,2025-06-05 00:20:27.804591,519.05,Credit,Delivery
ORD_1318,CUST_089,2025-07-24 00:20:27.804591,653.6,Credit,Pickup
ORD_1319,CUST_089,2025-08-14 00:20:27.804591,483.28,Cash,Delivery
ORD_1320,CUST_089,2025-08-28 00:20:27.804591,660.54,PIX,Pickup
ORD_1321,CUST_089,2025-09-18 00:20:27.804591,620.79,PIX,Pickup
ORD_1322,CUST_089,2025-10-02 00:20:27.804591,736.23,PIX,Pickup
ORD_1323,CUST_089,2025-10-16 00:20:27.804591,896.07,PIX,Delivery
ORD_1324,CUST_090,2025-04-03 00:20:27.804591,4297.68,Credit,Delivery
ORD_1325,CUST_090,2025-04-10 00:20:27.804591,3296.54,PIX,Pickup
ORD_1326,CUST_090,2025-04-17 00:20:27.804591,2450.16,Credit,Delivery
ORD_1327,CUST_090,2025-05-08 00:20:27.804591,3213.24,Debit,Delivery
ORD_1328,CUST_090,2025-05-15 00:20:27.804591,2538.49,PIX,Delivery
ORD_1329,CUST_090,2025-06-05 00:20:27.804591,2642.89,Debit,Pickup
ORD_1330,CUST_090,2025-07-17 00:20:27.804591,1907.25,Cash,Pickup
ORD_1331,CUST_090,2025-07-24 00:20:27.804591,2389.15,PIX,Delivery
ORD_1332,CUST_090,2025-08-28 00:20:27.804591,2025.56,Credit,Delivery
ORD_1333,CUST_090,2025-09-11 00:20:27.804591,4015.07,Cash,Pickup
ORD_1334,CUST_090,2025-09-25 00:20:27.804591,3383.37,Debit,Pickup
ORD_1335,CUST_090,2025-10-09 00:20:27.804591,2641.37,Credit,Pickup
ORD_1336,CUST_090,2025-10-16 00:20:27.804591,2103.99,PIX,Delivery
ORD_1337,CUST_091,2025-04-03 00:20:27.804591,1828.93,Credit,Pickup
ORD_1338,CUST_091,2025-05-01 00:20:27.804591,1264.13,Credit,Pickup
ORD_1339,CUST_091,2025-05-08 00:20:27.804591,1270.95,Cash,Delivery
ORD_1340,CUST_091,2025-05-15 00:20:27.804591,2241.25,PIX,Pickup
ORD_1341,CUST_091,2025-06-12 00:20:27.804591,1333.81,Credit,Pickup
ORD_1342,CUST_091,2025-07-17 00:20:27.804591,1375.12,Debit,Pickup
ORD_1343,CUST_091,2025-07-24 00:20:27.804591,1950.32,Debit,Pickup
ORD_1344,CUST_091,2025-07-31 00:20:27.804591,2608.82,Debit,Delivery
ORD_1345,CUST_091,2025-08-07 00:20:27.804591,1148.65,Credit,Delivery
ORD_1346,CUST_091,2025-08-14 00:20:27.804591,2739.36,Credit,Delivery
ORD_1347,CUST_091,2025-08-21 00:20:27.804591,2666.31,Cash,Delivery
ORD_1348,CUST_091,2025-09-18 00:20:27.804591,2158.66,PIX,Delivery
ORD_1349,CUST_091,2025-09-25 00:20:27.804591,2007.01,Credit,Delivery
ORD_1350,CUST_092,2025-04-03 00:20:27.804591,1016.53,Cash,Pickup
ORD_1351,CUST_092,2025-04-10 00:20:27.804591,1397.06,Cash,Delivery
ORD_1352,CUST_092,2025-04-24 00:20:27.804591,1236.6,Cash,Pickup
ORD_1353,CUST_092,2025-05-01 00:20:27.804591,616.83,PIX,Delivery
ORD_1354,CUST_092,2025-05-08 00:20:27.804591,1067.94,Credit,Pickup
ORD_1355,CUST_092,2025-05-22 00:20:27.804591,1133.54,PIX,Pickup
ORD_1356,CUST_092,2025-06-05 00:20:27.804591,878.68,PIX,Pickup
ORD_1357,CUST_092,2025-06-26 00:20:27.804591,445.14,Debit,Delivery
ORD_1358,CUST_092,2025-07-03 00:20:27.804591,1355.8,PIX,Pickup
ORD_1359,CUST_092,2025-07-10 00:20:27.804591,1129.54,PIX,Pickup
ORD_1360,CUST_092,2025-07-24 00:20:27.804591,1116.0,Credit,Pickup
ORD_1361,CUST_092,2025-07-31 00:20:27.804591,1235.03,Cash,Delivery
ORD_1362,CUST_092,2025-08-07 00:20:27.804591,1238.18,Credit,Delivery
ORD_1363,CUST_092,2025-08-14 00:20:27.804591,706.96,Cash,Pickup
ORD_1364,CUST_092,2025-08-21 00:20:27.804591,1377.43,Credit,Delivery
ORD_1365,CUST_092,2025-10-02 00:20:27.804591,812.87,Credit,Delivery
ORD_1366,CUST_092,2025-10-09 00:20:27.804591,1397.99,Cash,Pickup
ORD_1367,CUST_092,2025-10-16 00:20:27.804591,410.89,PIX,Delivery
ORD_1368,CUST_093,2025-04-03 00:20:27.804591,2696.17,Credit,Pickup
ORD_1369,CUST_093,2025-04-10 00:20:27.804591,1657.08,Credit,Pickup
ORD_1370,CUST_093,2025-05-08 00:20:27.804591,1841.13,Cash,Pickup
ORD_1371,CUST_093,2025-05-15 00:20:27.804591,2397.16,PIX,Delivery
ORD_1372,CUST_093,2025-05-29 00:20:27.804591,2037.15,Debit,Delivery
ORD_1373,CUST_093,2025-06-05 00:20:27.804591,2311.28,Cash,Pickup
ORD_1374,CUST_093,2025-06-12 00:20:27.804591,1503.23,Credit,Delivery
ORD_1375,CUST_093,2025-07-03 00:20:27.804591,2049.96,Debit,Delivery
ORD_1376,CUST_093,2025-07-31 00:20:27.804591,574.66,PIX,Delivery
ORD_1377,CUST_093,2025-09-25 00:20:27.804591,2656.56,PIX,Delivery
ORD_1378,CUST_093,2025-10-02 00:20:27.804591,1897.21,PIX,Delivery
ORD_1379,CUST_094,2025-04-03 00:20:27.804591,5538.06,Debit,Pickup
ORD_1380,CUST_094,2025-04-24 00:20:27.804591,3791.61,PIX,Pickup
ORD_1381,CUST_094,2025-05-08 00:20:27.804591,2586.47,Cash,Pickup
ORD_1382,CUST_094,2025-05-15 00:20:27.804591,2016.08,Debit,Delivery
ORD_1383,CUST_094,2025-06-05 00:20:27.804591,3903.49,Debit,Delivery
ORD_1384,CUST_094,2025-07-10 00:20:27.804591,3623.36,Debit,Pickup
ORD_1385,CUST_094,2025-07-24 00:20:27.804591,3798.71,PIX,Pickup
ORD_1386,CUST_094,2025-07-31 00:20:27.804591,2790.23,Credit,Pickup
ORD_1387,CUST_094,2025-08-21 00:20:27.804591,3217.22,PIX,Delivery
ORD_1388,CUST_094,2025-08-28 00:20:27.804591,3036.63,Credit,Pickup
ORD_1389,CUST_094,2025-09-25 00:20:27.804591,4789.51,Cash,Pickup
ORD_1390,CUST_094,2025-10-02 00:20:27.804591,1864.88,Cash,Delivery
ORD_1391,CUST_094,2025-10-09 00:20:27.804591,4252.96,Debit,Delivery
ORD_1392,CUST_094,2025-10-16 00:20:27.804591,3948.67,PIX,Delivery
ORD_1393,CUST_095,2025-04-03 00:20:27.804591,1182.16,Debit,Delivery
ORD_1394,CUST_095,2025-04-17 00:20:27.804591,2297.95,Debit,Pickup
ORD_1395,CUST_095,2025-04-24 00:20:27.804591,2605.92,Cash,Pickup
ORD_1396,CUST_095,2025-05-15 00:20:27.804591,1864.47,Debit,Pickup
ORD_1397,CUST_095,2025-05-22 00:20:27.804591,968.59,Credit,Delivery
ORD_1398,CUST_095,2025-07-31 00:20:27.804591,1223.77,Cash,Pickup
ORD_1399,CUST_095,2025-08-21 00:20:27.804591,1438.49,Debit,Pickup
ORD_1400,CUST_095,2025-08-28 00:20:27.804591,1846.99,Debit,Pickup
ORD_1401,CUST_095,2025-09-04 00:20:27.804591,1562.09,Credit,Delivery
ORD_1402,CUST_095,2025-09-25 00:20:27.804591,1332.27,Debit,Pickup
ORD_1403,CUST_096,2025-04-10 00:20:27.804591,1101.06,Credit,Pickup
ORD_1404,CUST_096,2025-04-24 00:20:27.804591,1711.82,Credit,Delivery
ORD_1405,CUST_096,2025-05-08 00:20:27.804591,2752.64,Credit,Delivery
ORD_1406,CUST_096,2025-06-12 00:20:27.804591,2709.53,Cash,Delivery
ORD_1407,CUST_096,2025-06-19 00:20:27.804591,781.3,Cash,Pickup
ORD_1408,CUST_096,2025-07-10 00:20:27.804591,1721.62,Credit,Pickup
ORD_1409,CUST_096,2025-07-17 00:20:27.804591,3254.18,PIX,Delivery
ORD_1410,CUST_096,2025-07-24 00:20:27.804591,1124.64,Credit,Delivery
ORD_1411,CUST_096,2025-07-31 00:20:27.804591,3394.44,Cash,Pickup
ORD_1412,CUST_096,2025-08-07 00:20:27.804591,1379.01,Debit,Delivery
ORD_1413,CUST_096,2025-09-04 00:20:27.804591,2294.04,Credit,Pickup
ORD_1414,CUST_096,2025-09-11 00:20:27.804591,1200.29,Cash,Delivery
ORD_1415,CUST_096,2025-10-02 00:20:27.804591,2722.71,Debit,Pickup
ORD_1416,CUST_096,2025-10-09 00:20:27.804591,3209.42,PIX,Delivery
ORD_1417,CUST_096,2025-10-16 00:20:27.804591,1427.26,PIX,Delivery
ORD_1418,CUST_097,2025-04-17 00:20:27.804591,2625.82,Credit,Pickup
ORD_1419,CUST_097,2025-05-15 00:20:27.804591,1670.34,Debit,Pickup
ORD_1420,CUST_097,2025-05-29 00:20:27.804591,2608.04,Debit,Delivery
ORD_1421,CUST_097,2025-06-12 00:20:27.804591,3680.24,Debit,Pickup
ORD_1422,CUST_097,2025-07-03 00:20:27.804591,4435.63,Credit,Pickup
ORD_1423,CUST_097,2025-07-10 00:20:27.804591,4440.69,Credit,Pickup
ORD_1424,CUST_097,2025-09-04 00:20:27.804591,1540.11,PIX,Delivery
ORD_1425,CUST_097,2025-10-02 00:20:27.804591,3470.23,Cash,Pickup
ORD_1426,CUST_098,2025-04-03 00:20:27.804591,680.82,Debit,Pickup
ORD_1427,CUST_098,2025-04-17 00:20:27.804591,1015.68,Debit,Delivery
ORD_1428,CUST_098,2025-04-24 00:20:27.804591,947.6,Cash,Delivery
ORD_1429,CUST_098,2025-05-08 00:20:27.804591,1210.79,Debit,Pickup
ORD_1430,CUST_098,2025-06-05 00:20:27.804591,1121.27,Cash,Pickup
ORD_1431,CUST_098,2025-06-12 00:20:27.804591,428.74,Credit,Delivery
ORD_1432,CUST_098,2025-06-19 00:20:27.804591,1321.11,PIX,Pickup
ORD_1433,CUST_098,2025-07-03 00:20:27.804591,1049.23,Credit,Pickup
ORD_1434,CUST_098,2025-07-10 00:20:27.804591,1388.71,PIX,Pickup
ORD_1435,CUST_098,2025-07-24 00:20:27.804591,740.32,Credit,Delivery
ORD_1436,CUST_098,2025-07-31 00:20:27.804591,542.29,Credit,Delivery
ORD_1437,CUST_098,2025-08-28 00:20:27.804591,634.9,PIX,Delivery
ORD_1438,CUST_098,2025-09-04 00:20:27.804591,619.02,Cash,Delivery
ORD_1439,CUST_098,2025-09-11 00:20:27.804591,690.5,PIX,Pickup
ORD_1440,CUST_098,2025-09-18 00:20:27.804591,943.05,Debit,Pickup
ORD_1441,CUST_098,2025-09-25 00:20:27.804591,767.7,PIX,Delivery
ORD_1442,CUST_098,2025-10-16 00:20:27.804591,960.73,Debit,Pickup
ORD_1443,CUST_099,2025-04-17 00:20:27.804591,1860.59,Debit,Delivery
ORD_1444,CUST_099,2025-04-24 00:20:27.804591,1385.74,PIX,Delivery
ORD_1445,CUST_099,2025-05-01 00:20:27.804591,2167.45,Credit,Delivery
ORD_1446,CUST_099,2025-05-15 00:20:27.804591,1579.36,PIX,Delivery
ORD_1447,CUST_099,2025-05-22 00:20:27.804591,2278.92,Cash,Delivery
ORD_1448,CUST_099,2025-05-29 00:20:27.804591,1330.92,Cash,Pickup
ORD_1449,CUST_099,2025-06-12 00:20:27.804591,1468.23,Cash,Pickup
ORD_1450,CUST_099,2025-06-19 00:20:27.804591,657.79,Debit,Pickup
ORD_1451,CUST_099,2025-07-10 00:20:27.804591,1713.13,Credit,Delivery
ORD_1452,CUST_099,2025-07-17 00:20:27.804591,1364.33,Credit,Pickup
ORD_1453,CUST_099,2025-07-31 00:20:27.804591,3077.38,Cash,Delivery
ORD_1454,CUST_099,2025-08-14 00:20:27.804591,1964.28,Debit,Delivery
ORD_1455,CUST_099,2025-08-21 00:20:27.804591,1243.77,Cash,Delivery
ORD_1456,CUST_099,2025-09-11 00:20:27.804591,1195.68,PIX,Pickup
ORD_1457,CUST_099,2025-10-09 00:20:27.804591,959.96,PIX,Pickup
ORD_1458,CUST_099,2025-10-16 00:20:27.804591,1779.17,Credit,Pickup
ORD_1459,CUST_100,2025-04-17 00:20:27.804591,1320.12,Debit,Delivery
ORD_1460,CUST_100,2025-05-01 00:20:27.804591,1393.82,Debit,Delivery
ORD_1461,CUST_100,2025-05-08 00:20:27.804591,1594.13,PIX,Delivery
ORD_1462,CUST_100,2025-05-15 00:20:27.804591,2383.57,Cash,Pickup
ORD_1463,CUST_100,2025-06-26 00:20:27.804591,2239.42,PIX,Delivery
ORD_1464,CUST_100,2025-07-31 00:20:27.804591,1722.24,Credit,Delivery
ORD_1465,CUST_100,2025-08-07 00:20:27.804591,1000.47,Debit,Pickup
ORD_1466,CUST_100,2025-08-28 00:20:27.804591,1383.2,Credit,Pickup
ORD_1467,CUST_100,2025-09-18 00:20:27.804591,2094.08,PIX,Pickup
ORD_1468,CUST_100,2025-09-25 00:20:27.804591,2193.91,PIX,Delivery
ORD_1469,CUST_101,2025-04-03 00:20:27.804591,318.47,Cash,Delivery
ORD_1470,CUST_101,2025-05-01 00:20:27.804591,234.24,Debit,Pickup
ORD_1471,CUST_101,2025-05-08 00:20:27.804591,340.79,Cash,Pickup
ORD_1472,CUST_101,2025-05-15 00:20:27.804591,244.52,Cash,Delivery
ORD_1473,CUST_101,2025-05-22 00:20:27.804591,511.32,Cash,Pickup
ORD_1474,CUST_101,2025-05-29 00:20:27.804591,387.05,Cash,Pickup
ORD_1475,CUST_101,2025-06-12 00:20:27.804591,278.99,Credit,Delivery
ORD_1476,CUST_101,2025-06-19 00:20:27.804591,277.57,Debit,Pickup
ORD_1477,CUST_101,2025-06-26 00:20:27.804591,305.62,Debit,Delivery
ORD_1478,CUST_101,2025-07-03 00:20:27.804591,619.99,Debit,Pickup
ORD_1479,CUST_101,2025-07-10 00:20:27.804591,300.03,Debit,Delivery
ORD_1480,CUST_101,2025-07-17 00:20:27.804591,364.3,Credit,Delivery
ORD_1481,CUST_101,2025-08-14 00:20:27.804591,166.07,Cash,Delivery
ORD_1482,CUST_101,2025-08-21 00:20:27.804591,343.07,Credit,Delivery
ORD_1483,CUST_101,2025-08-28 00:20:27.804591,471.74,Credit,Pickup
ORD_1484,CUST_101,2025-09-11 00:20:27.804591,361.35,Debit,Pickup
ORD_1485,CUST_101,2025-09-18 00:20:27.804591,310.96,Debit,Pickup
ORD_1486,CUST_101,2025-09-25 00:20:27.804591,388.23,Cash,Pickup
ORD_1487,CUST_101,2025-10-02 00:20:27.804591,472.87,Debit,Delivery
ORD_1488,CUST_101,2025-10-09 00:20:27.804591,170.75,PIX,Delivery
ORD_1489,CUST_101,2025-10-16 00:20:27.804591,327.68,Credit,Pickup
ORD_1490,CUST_102,2025-04-10 00:20:27.804591,2947.09,Debit,Pickup
ORD_1491,CUST_102,2025-04-17 00:20:27.804591,2001.29,PIX,Delivery
ORD_1492,CUST_102,2025-06-12 00:20:27.804591,3284.35,Cash,Pickup
ORD_1493,CUST_102,2025-06-26 00:20:27.804591,3689.39,Credit,Delivery
ORD_1494,CUST_102,2025-07-10 00:20:27.804591,2937.89,Cash,Pickup
ORD_1495,CUST_102,2025-07-17 00:20:27.804591,2054.79,Debit,Delivery
ORD_1496,CUST_102,2025-07-24 00:20:27.804591,4068.79,Cash,Pickup
ORD_1497,CUST_102,2025-08-07 00:20:27.804591,2600.41,Debit,Delivery
ORD_1498,CUST_102,2025-10-16 00:20:27.804591,4278.84,Debit,Pickup
ORD_1499,CUST_103,2025-04-17 00:20:27.804591,2854.94,PIX,Delivery
ORD_1500,CUST_103,2025-05-01 00:20:27.804591,2326.67,Credit,Delivery
ORD_1501,CUST_103,2025-05-08 00:20:27.804591,4227.92,Credit,Delivery
ORD_1502,CUST_103,2025-05-15 00:20:27.804591,1332.31,Credit,Pickup
ORD_1503,CUST_103,2025-05-29 00:20:27.804591,3485.29,Cash,Delivery
ORD_1504,CUST_103,2025-06-05 00:20:27.804591,1438.06,Debit,Delivery
ORD_1505,CUST_103,2025-06-12 00:20:27.804591,3267.78,Debit,Pickup
ORD_1506,CUST_103,2025-09-04 00:20:27.804591,2197.92,Cash,Pickup
ORD_1507,CUST_103,2025-09-18 00:20:27.804591,2390.37,Cash,Pickup
ORD_1508,CUST_103,2025-10-09 00:20:27.804591,2002.16,Debit,Pickup
ORD_1509,CUST_104,2025-04-10 00:20:27.804591,919.29,Credit,Delivery
ORD_1510,CUST_104,2025-05-01 00:20:27.804591,570.2,Cash,Pickup
ORD_1511,CUST_104,2025-05-08 00:20:27.804591,1334.48,Debit,Pickup
ORD_1512,CUST_104,2025-05-15 00:20:27.804591,1095.7,Cash,Delivery
ORD_1513,CUST_104,2025-06-05 00:20:27.804591,817.05,Cash,Delivery
ORD_1514,CUST_104,2025-06-12 00:20:27.804591,747.53,Debit,Pickup
ORD_1515,CUST_104,2025-06-19 00:20:27.804591,763.09,PIX,Pickup
ORD_1516,CUST_104,2025-06-26 00:20:27.804591,1064.96,Cash,Pickup
ORD_1517,CUST_104,2025-07-10 00:20:27.804591,454.91,Credit,Pickup
ORD_1518,CUST_104,2025-07-17 00:20:27.804591,761.72,Debit,Delivery
ORD_1519,CUST_104,2025-07-24 00:20:27.804591,1270.71,Credit,Pickup
ORD_1520,CUST_104,2025-07-31 00:20:27.804591,1024.72,PIX,Delivery
ORD_1521,CUST_104,2025-08-07 00:20:27.804591,1537.5,Credit,Pickup
ORD_1522,CUST_104,2025-08-14 00:20:27.804591,1584.64,Credit,Pickup
ORD_1523,CUST_104,2025-08-28 00:20:27.804591,1156.82,Debit,Delivery
ORD_1524,CUST_104,2025-09-04 00:20:27.804591,1383.17,PIX,Pickup
ORD_1525,CUST_104,2025-09-11 00:20:27.804591,1516.84,Credit,Delivery
ORD_1526,CUST_104,2025-09-18 00:20:27.804591,982.16,Debit,Pickup
ORD_1527,CUST_104,2025-09-25 00:20:27.804591,1809.89,Debit,Pickup
ORD_1528,CUST_104,2025-10-09 00:20:27.804591,1220.08,Credit,Delivery
ORD_1529,CUST_104,2025-10-16 00:20:27.804591,1739.61,Credit,Delivery
