order_id,customer_id,sku,product_name,category,quantity,unit_price,line_value,margin
ORD_2057,CUST_139,NAB001,Sparkling Water 500ml,Sparkling,10,1.5,15.0,0.4
ORD_2057,CUST_139,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2057,CUST_139,WINE002,White Wine 750ml,White,1,12.0,12.0,0.45
ORD_2057,CUST_139,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2058,CUST_139,WINE002,White Wine 750ml,White,25,12.0,300.0,0.45
ORD_2058,CUST_139,SPIR005,Tequila Silver 750ml,Tequila,4,30.0,120.0,0.48
ORD_2058,CUST_139,WINE003,Sparkling Wine 750ml,Sparkling,2,18.0,36.0,0.55
ORD_2058,CUST_139,BEER008,Amber Ale 355ml,Amber,13,4.2,54.6,0.37
ORD_2059,CUST_139,SPIR004,Gin Premium 750ml,Gin,30,28.0,840.0,0.46
ORD_2060,CUST_139,WINE004,Rose Wine 750ml,Rose,31,10.0,310.0,0.4
ORD_2060,CUST_139,BEER001,Premium Lager 355ml,Premium,33,3.5,115.5,0.35
ORD_2060,CUST_139,SPIR001,Premium Vodka 750ml,Premium,12,25.0,300.0,0.45
ORD_2060,CUST_139,BEER006,Stout 355ml,Stout,119,4.8,571.2,0.42
ORD_2060,CUST_139,NAB001,Sparkling Water 500ml,Sparkling,131,1.5,196.5,0.4
ORD_2060,CUST_139,NAB004,Soda Cola 355ml,Soda,5,1.8,9.0,0.25
ORD_2060,CUST_139,NAB005,Water Mineral 500ml,Water,49,1.2,58.8,0.2
ORD_2060,CUST_139,NAB003,Juice Orange 1L,Juice,10,3.0,30.0,0.3
ORD_2061,CUST_139,BEER007,Pale Ale 473ml,Pale,99,4.75,470.25,0.41
ORD_2061,CUST_139,BEER004,Wheat Beer 473ml,Wheat,134,4.5,603.0,0.38
ORD_2062,CUST_139,BEER007,Pale Ale 473ml,Pale,145,4.75,688.75,0.41
ORD_2062,CUST_139,WINE001,Red Wine Premium 750ml,Red,6,15.0,90.0,0.5
ORD_2063,CUST_139,BEER004,Wheat Beer 473ml,Wheat,222,4.5,999.0,0.38
ORD_2064,CUST_139,NAB003,Juice Orange 1L,Juice,19,3.0,57.0,0.3
ORD_2064,CUST_139,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_2064,CUST_139,SPIR003,Rum Gold 750ml,Rum,15,22.0,330.0,0.42
ORD_2064,CUST_139,SPIR006,Brandy 750ml,Brandy,2,32.0,64.0,0.47
ORD_2064,CUST_139,SPIR005,Tequila Silver 750ml,Tequila,3,30.0,90.0,0.48
ORD_2064,CUST_139,WINE002,White Wine 750ml,White,2,12.0,24.0,0.45
ORD_2064,CUST_139,NAB001,Sparkling Water 500ml,Sparkling,129,1.5,193.5,0.4
ORD_2064,CUST_139,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_2065,CUST_139,BEER008,Amber Ale 355ml,Amber,45,4.2,189.0,0.37
ORD_2065,CUST_139,WINE003,Sparkling Wine 750ml,Sparkling,33,18.0,594.0,0.55
ORD_2066,CUST_140,BEER004,Wheat Beer 473ml,Wheat,436,4.5,1962.0,0.38
ORD_2066,CUST_140,BEER005,Pilsner 330ml,Pilsner,2,3.2,6.4,0.32
ORD_2066,CUST_140,SPIR003,Rum Gold 750ml,Rum,4,22.0,88.0,0.42
ORD_2066,CUST_140,SPIR002,Whiskey 750ml,Whiskey,12,35.0,420.0,0.5
ORD_2066,CUST_140,NAB005,Water Mineral 500ml,Water,88,1.2,105.6,0.2
ORD_2067,CUST_140,BEER008,Amber Ale 355ml,Amber,396,4.2,1663.2,0.37
ORD_2067,CUST_140,SPIR002,Whiskey 750ml,Whiskey,2,35.0,70.0,0.5
ORD_2067,CUST_140,NAB004,Soda Cola 355ml,Soda,26,1.8,46.8,0.25
ORD_2067,CUST_140,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_2068,CUST_140,NAB005,Water Mineral 500ml,Water,2390,1.2,2868.0,0.2
ORD_2068,CUST_140,BEER002,Craft IPA 473ml,Craft,65,5.0,325.0,0.4
ORD_2069,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,2323,1.5,3484.5,0.4
ORD_2069,CUST_140,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2069,CUST_140,NAB002,Energy Drink 250ml,Energy,2,2.5,5.0,0.35
ORD_2069,CUST_140,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2069,CUST_140,NAB005,Water Mineral 500ml,Water,1,1.2,1.2,0.2
ORD_2069,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2069,CUST_140,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2069,CUST_140,BEER003,Light Beer 355ml,Light,1,3.0,3.0,0.3
ORD_2070,CUST_140,NAB002,Energy Drink 250ml,Energy,84,2.5,210.0,0.35
ORD_2070,CUST_140,BEER002,Craft IPA 473ml,Craft,59,5.0,295.0,0.4
ORD_2070,CUST_140,WINE001,Red Wine Premium 750ml,Red,105,15.0,1575.0,0.5
ORD_2070,CUST_140,BEER004,Wheat Beer 473ml,Wheat,85,4.5,382.5,0.38
ORD_2071,CUST_140,BEER007,Pale Ale 473ml,Pale,454,4.75,2156.5,0.41
ORD_2071,CUST_140,NAB002,Energy Drink 250ml,Energy,1,2.5,2.5,0.35
ORD_2071,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2071,CUST_140,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_2071,CUST_140,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2071,CUST_140,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2072,CUST_140,SPIR005,Tequila Silver 750ml,Tequila,27,30.0,810.0,0.48
ORD_2072,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,96,18.0,1728.0,0.55
ORD_2073,CUST_140,WINE004,Rose Wine 750ml,Rose,212,10.0,2120.0,0.4
ORD_2073,CUST_140,NAB003,Juice Orange 1L,Juice,126,3.0,378.0,0.3
ORD_2073,CUST_140,BEER007,Pale Ale 473ml,Pale,37,4.75,175.75,0.41
ORD_2074,CUST_140,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_2074,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2074,CUST_140,NAB002,Energy Drink 250ml,Energy,5,2.5,12.5,0.35
ORD_2074,CUST_140,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_2074,CUST_140,NAB004,Soda Cola 355ml,Soda,1,1.8,1.8,0.25
ORD_2074,CUST_140,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2074,CUST_140,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2074,CUST_140,BEER001,Premium Lager 355ml,Premium,1,3.5,3.5,0.35
ORD_2075,CUST_140,SPIR004,Gin Premium 750ml,Gin,77,28.0,2156.0,0.46
ORD_2075,CUST_140,BEER005,Pilsner 330ml,Pilsner,351,3.2,1123.2,0.32
ORD_2076,CUST_140,NAB003,Juice Orange 1L,Juice,103,3.0,309.0,0.3
ORD_2076,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,40,18.0,720.0,0.55
ORD_2076,CUST_140,BEER005,Pilsner 330ml,Pilsner,33,3.2,105.6,0.32
ORD_2076,CUST_140,BEER008,Amber Ale 355ml,Amber,183,4.2,768.6,0.37
ORD_2077,CUST_140,SPIR002,Whiskey 750ml,Whiskey,75,35.0,2625.0,0.5
ORD_2078,CUST_140,NAB004,Soda Cola 355ml,Soda,382,1.8,687.6,0.25
ORD_2078,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,13,1.5,19.5,0.4
ORD_2078,CUST_140,BEER004,Wheat Beer 473ml,Wheat,436,4.5,1962.0,0.38
ORD_2078,CUST_140,SPIR004,Gin Premium 750ml,Gin,28,28.0,784.0,0.46
ORD_2078,CUST_140,SPIR006,Brandy 750ml,Brandy,3,32.0,96.0,0.47
ORD_2078,CUST_140,BEER003,Light Beer 355ml,Light,4,3.0,12.0,0.3
ORD_2078,CUST_140,BEER005,Pilsner 330ml,Pilsner,1,3.2,3.2,0.32
ORD_2079,CUST_140,SPIR003,Rum Gold 750ml,Rum,96,22.0,2112.0,0.42
ORD_2079,CUST_140,SPIR004,Gin Premium 750ml,Gin,40,28.0,1120.0,0.46
ORD_2080,CUST_140,SPIR003,Rum Gold 750ml,Rum,105,22.0,2310.0,0.42
ORD_2080,CUST_140,BEER001,Premium Lager 355ml,Premium,11,3.5,38.5,0.35
ORD_2080,CUST_140,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2080,CUST_140,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2080,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,1,1.5,1.5,0.4
ORD_2080,CUST_140,WINE001,Red Wine Premium 750ml,Red,1,15.0,15.0,0.5
ORD_2080,CUST_140,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_2081,CUST_140,WINE004,Rose Wine 750ml,Rose,245,10.0,2450.0,0.4
ORD_2081,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,31,1.5,46.5,0.4
ORD_2081,CUST_140,BEER005,Pilsner 330ml,Pilsner,5,3.2,16.0,0.32
ORD_2081,CUST_140,BEER007,Pale Ale 473ml,Pale,5,4.75,23.75,0.41
ORD_2081,CUST_140,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2081,CUST_140,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2082,CUST_140,WINE001,Red Wine Premium 750ml,Red,219,15.0,3285.0,0.5
ORD_2083,CUST_140,NAB005,Water Mineral 500ml,Water,1729,1.2,2074.8,0.2
ORD_2083,CUST_140,BEER001,Premium Lager 355ml,Premium,247,3.5,864.5,0.35
ORD_2083,CUST_140,NAB002,Energy Drink 250ml,Energy,284,2.5,710.0,0.35
ORD_2084,CUST_140,WINE004,Rose Wine 750ml,Rose,179,10.0,1790.0,0.4
ORD_2084,CUST_140,SPIR002,Whiskey 750ml,Whiskey,21,35.0,735.0,0.5
ORD_2085,CUST_140,BEER006,Stout 355ml,Stout,336,4.8,1612.8,0.42
ORD_2085,CUST_140,BEER007,Pale Ale 473ml,Pale,90,4.75,427.5,0.41
ORD_2085,CUST_140,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_2085,CUST_140,BEER004,Wheat Beer 473ml,Wheat,3,4.5,13.5,0.38
ORD_2085,CUST_140,WINE001,Red Wine Premium 750ml,Red,2,15.0,30.0,0.5
ORD_2085,CUST_140,NAB003,Juice Orange 1L,Juice,3,3.0,9.0,0.3
ORD_2085,CUST_140,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2086,CUST_140,SPIR003,Rum Gold 750ml,Rum,112,22.0,2464.0,0.42
ORD_2086,CUST_140,NAB004,Soda Cola 355ml,Soda,115,1.8,207.0,0.25
ORD_2086,CUST_140,BEER004,Wheat Beer 473ml,Wheat,1,4.5,4.5,0.38
ORD_2086,CUST_140,WINE001,Red Wine Premium 750ml,Red,1,15.0,15.0,0.5
ORD_2086,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2087,CUST_140,BEER004,Wheat Beer 473ml,Wheat,494,4.5,2223.0,0.38
ORD_2087,CUST_140,BEER003,Light Beer 355ml,Light,129,3.0,387.0,0.3
ORD_2087,CUST_140,BEER008,Amber Ale 355ml,Amber,10,4.2,42.0,0.37
ORD_2087,CUST_140,WINE003,Sparkling Wine 750ml,Sparkling,2,18.0,36.0,0.55
ORD_2087,CUST_140,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_2087,CUST_140,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2087,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,1,1.5,1.5,0.4
ORD_2087,CUST_140,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2088,CUST_140,SPIR004,Gin Premium 750ml,Gin,23,28.0,644.0,0.46
ORD_2088,CUST_140,BEER007,Pale Ale 473ml,Pale,152,4.75,722.0,0.41
ORD_2088,CUST_140,BEER006,Stout 355ml,Stout,9,4.8,43.2,0.42
ORD_2088,CUST_140,NAB001,Sparkling Water 500ml,Sparkling,146,1.5,219.0,0.4
ORD_2089,CUST_141,SPIR004,Gin Premium 750ml,Gin,38,28.0,1064.0,0.46
ORD_2089,CUST_141,BEER003,Light Beer 355ml,Light,73,3.0,219.0,0.3
ORD_2089,CUST_141,WINE003,Sparkling Wine 750ml,Sparkling,2,18.0,36.0,0.55
ORD_2089,CUST_141,WINE001,Red Wine Premium 750ml,Red,25,15.0,375.0,0.5
ORD_2090,CUST_141,NAB003,Juice Orange 1L,Juice,737,3.0,2211.0,0.3
ORD_2090,CUST_141,BEER002,Craft IPA 473ml,Craft,31,5.0,155.0,0.4
ORD_2090,CUST_141,WINE001,Red Wine Premium 750ml,Red,7,15.0,105.0,0.5
ORD_2090,CUST_141,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2091,CUST_141,NAB003,Juice Orange 1L,Juice,92,3.0,276.0,0.3
ORD_2091,CUST_141,SPIR003,Rum Gold 750ml,Rum,33,22.0,726.0,0.42
ORD_2091,CUST_141,BEER003,Light Beer 355ml,Light,28,3.0,84.0,0.3
ORD_2091,CUST_141,SPIR002,Whiskey 750ml,Whiskey,5,35.0,175.0,0.5
ORD_2091,CUST_141,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_2091,CUST_141,BEER008,Amber Ale 355ml,Amber,7,4.2,29.4,0.37
ORD_2091,CUST_141,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2091,CUST_141,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2092,CUST_141,BEER001,Premium Lager 355ml,Premium,591,3.5,2068.5,0.35
ORD_2092,CUST_141,WINE002,White Wine 750ml,White,5,12.0,60.0,0.45
ORD_2092,CUST_141,NAB005,Water Mineral 500ml,Water,14,1.2,16.8,0.2
ORD_2092,CUST_141,NAB003,Juice Orange 1L,Juice,4,3.0,12.0,0.3
ORD_2092,CUST_141,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2092,CUST_141,BEER008,Amber Ale 355ml,Amber,1,4.2,4.2,0.37
ORD_2092,CUST_141,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_2092,CUST_141,NAB001,Sparkling Water 500ml,Sparkling,1,1.5,1.5,0.4
ORD_2093,CUST_141,BEER005,Pilsner 330ml,Pilsner,43,3.2,137.6,0.32
ORD_2093,CUST_141,BEER008,Amber Ale 355ml,Amber,273,4.2,1146.6,0.37
ORD_2093,CUST_141,BEER003,Light Beer 355ml,Light,34,3.0,102.0,0.3
ORD_2093,CUST_141,SPIR002,Whiskey 750ml,Whiskey,15,35.0,525.0,0.5
ORD_2093,CUST_141,NAB005,Water Mineral 500ml,Water,144,1.2,172.8,0.2
ORD_2094,CUST_141,BEER005,Pilsner 330ml,Pilsner,61,3.2,195.2,0.32
ORD_2094,CUST_141,SPIR004,Gin Premium 750ml,Gin,25,28.0,700.0,0.46
ORD_2094,CUST_141,NAB003,Juice Orange 1L,Juice,599,3.0,1797.0,0.3
ORD_2095,CUST_142,BEER005,Pilsner 330ml,Pilsner,605,3.2,1936.0,0.32
ORD_2095,CUST_142,NAB002,Energy Drink 250ml,Energy,585,2.5,1462.5,0.35
ORD_2095,CUST_142,NAB003,Juice Orange 1L,Juice,173,3.0,519.0,0.3
ORD_2095,CUST_142,BEER004,Wheat Beer 473ml,Wheat,50,4.5,225.0,0.38
ORD_2095,CUST_142,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2095,CUST_142,BEER006,Stout 355ml,Stout,15,4.8,72.0,0.42
ORD_2095,CUST_142,BEER007,Pale Ale 473ml,Pale,6,4.75,28.5,0.41
ORD_2095,CUST_142,NAB005,Water Mineral 500ml,Water,22,1.2,26.4,0.2
ORD_2096,CUST_142,NAB003,Juice Orange 1L,Juice,307,3.0,921.0,0.3
ORD_2096,CUST_142,SPIR001,Premium Vodka 750ml,Premium,15,25.0,375.0,0.45
ORD_2096,CUST_142,BEER002,Craft IPA 473ml,Craft,802,5.0,4010.0,0.4
ORD_2096,CUST_142,BEER003,Light Beer 355ml,Light,14,3.0,42.0,0.3
ORD_2096,CUST_142,BEER007,Pale Ale 473ml,Pale,3,4.75,14.25,0.41
ORD_2096,CUST_142,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2096,CUST_142,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2096,CUST_142,BEER005,Pilsner 330ml,Pilsner,1,3.2,3.2,0.32
ORD_2097,CUST_142,BEER001,Premium Lager 355ml,Premium,1232,3.5,4312.0,0.35
ORD_2097,CUST_142,SPIR005,Tequila Silver 750ml,Tequila,5,30.0,150.0,0.48
ORD_2097,CUST_142,WINE003,Sparkling Wine 750ml,Sparkling,14,18.0,252.0,0.55
ORD_2097,CUST_142,BEER002,Craft IPA 473ml,Craft,1,5.0,5.0,0.4
ORD_2097,CUST_142,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_2097,CUST_142,NAB002,Energy Drink 250ml,Energy,1,2.5,2.5,0.35
ORD_2097,CUST_142,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_2098,CUST_142,BEER008,Amber Ale 355ml,Amber,53,4.2,222.6,0.37
ORD_2098,CUST_142,WINE004,Rose Wine 750ml,Rose,328,10.0,3280.0,0.4
ORD_2098,CUST_142,WINE002,White Wine 750ml,White,203,12.0,2436.0,0.45
ORD_2098,CUST_142,NAB002,Energy Drink 250ml,Energy,32,2.5,80.0,0.35
ORD_2098,CUST_142,NAB005,Water Mineral 500ml,Water,5,1.2,6.0,0.2
ORD_2098,CUST_142,NAB004,Soda Cola 355ml,Soda,48,1.8,86.4,0.25
ORD_2099,CUST_142,SPIR006,Brandy 750ml,Brandy,81,32.0,2592.0,0.47
ORD_2099,CUST_142,WINE001,Red Wine Premium 750ml,Red,224,15.0,3360.0,0.5
ORD_2100,CUST_142,WINE002,White Wine 750ml,White,160,12.0,1920.0,0.45
ORD_2100,CUST_142,NAB004,Soda Cola 355ml,Soda,702,1.8,1263.6,0.25
ORD_2100,CUST_142,NAB001,Sparkling Water 500ml,Sparkling,673,1.5,1009.5,0.4
ORD_2100,CUST_142,BEER005,Pilsner 330ml,Pilsner,86,3.2,275.2,0.32
ORD_2100,CUST_142,BEER007,Pale Ale 473ml,Pale,10,4.75,47.5,0.41
ORD_2100,CUST_142,BEER001,Premium Lager 355ml,Premium,5,3.5,17.5,0.35
ORD_2100,CUST_142,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2100,CUST_142,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2101,CUST_142,WINE004,Rose Wine 750ml,Rose,645,10.0,6450.0,0.4
ORD_2102,CUST_142,BEER004,Wheat Beer 473ml,Wheat,388,4.5,1746.0,0.38
ORD_2102,CUST_142,WINE003,Sparkling Wine 750ml,Sparkling,274,18.0,4932.0,0.55
ORD_2102,CUST_142,BEER005,Pilsner 330ml,Pilsner,113,3.2,361.6,0.32
ORD_2102,CUST_142,BEER006,Stout 355ml,Stout,8,4.8,38.4,0.42
ORD_2102,CUST_142,BEER001,Premium Lager 355ml,Premium,58,3.5,203.0,0.35
ORD_2102,CUST_142,SPIR005,Tequila Silver 750ml,Tequila,4,30.0,120.0,0.48
ORD_2103,CUST_142,SPIR004,Gin Premium 750ml,Gin,48,28.0,1344.0,0.46
ORD_2103,CUST_142,WINE001,Red Wine Premium 750ml,Red,243,15.0,3645.0,0.5
ORD_2104,CUST_142,NAB003,Juice Orange 1L,Juice,772,3.0,2316.0,0.3
ORD_2104,CUST_142,BEER004,Wheat Beer 473ml,Wheat,719,4.5,3235.5,0.38
ORD_2105,CUST_142,NAB002,Energy Drink 250ml,Energy,176,2.5,440.0,0.35
ORD_2105,CUST_142,SPIR003,Rum Gold 750ml,Rum,92,22.0,2024.0,0.42
ORD_2105,CUST_142,BEER005,Pilsner 330ml,Pilsner,479,3.2,1532.8,0.32
ORD_2105,CUST_142,SPIR004,Gin Premium 750ml,Gin,5,28.0,140.0,0.46
ORD_2105,CUST_142,NAB001,Sparkling Water 500ml,Sparkling,4,1.5,6.0,0.4
ORD_2105,CUST_142,SPIR002,Whiskey 750ml,Whiskey,5,35.0,175.0,0.5
ORD_2105,CUST_142,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2105,CUST_142,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2106,CUST_142,BEER007,Pale Ale 473ml,Pale,349,4.75,1657.75,0.41
ORD_2106,CUST_142,BEER003,Light Beer 355ml,Light,237,3.0,711.0,0.3
ORD_2106,CUST_142,SPIR006,Brandy 750ml,Brandy,53,32.0,1696.0,0.47
ORD_2106,CUST_142,SPIR002,Whiskey 750ml,Whiskey,2,35.0,70.0,0.5
ORD_2106,CUST_142,NAB003,Juice Orange 1L,Juice,15,3.0,45.0,0.3
ORD_2106,CUST_142,SPIR004,Gin Premium 750ml,Gin,4,28.0,112.0,0.46
ORD_2106,CUST_142,BEER008,Amber Ale 355ml,Amber,63,4.2,264.6,0.37
ORD_2107,CUST_142,SPIR002,Whiskey 750ml,Whiskey,103,35.0,3605.0,0.5
ORD_2107,CUST_142,NAB004,Soda Cola 355ml,Soda,694,1.8,1249.2,0.25
ORD_2107,CUST_142,NAB001,Sparkling Water 500ml,Sparkling,158,1.5,237.0,0.4
ORD_2107,CUST_142,BEER004,Wheat Beer 473ml,Wheat,1,4.5,4.5,0.38
ORD_2107,CUST_142,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2107,CUST_142,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2107,CUST_142,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2107,CUST_142,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_2108,CUST_142,BEER007,Pale Ale 473ml,Pale,106,4.75,503.5,0.41
ORD_2108,CUST_142,BEER008,Amber Ale 355ml,Amber,958,4.2,4023.6,0.37
ORD_2108,CUST_142,BEER004,Wheat Beer 473ml,Wheat,147,4.5,661.5,0.38
ORD_2108,CUST_142,SPIR006,Brandy 750ml,Brandy,2,32.0,64.0,0.47
ORD_2108,CUST_142,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2108,CUST_142,BEER001,Premium Lager 355ml,Premium,1,3.5,3.5,0.35
ORD_2109,CUST_143,SPIR002,Whiskey 750ml,Whiskey,29,35.0,1015.0,0.5
ORD_2109,CUST_143,NAB005,Water Mineral 500ml,Water,371,1.2,445.2,0.2
ORD_2110,CUST_143,SPIR004,Gin Premium 750ml,Gin,36,28.0,1008.0,0.46
ORD_2110,CUST_143,WINE003,Sparkling Wine 750ml,Sparkling,37,18.0,666.0,0.55
ORD_2110,CUST_143,BEER003,Light Beer 355ml,Light,77,3.0,231.0,0.3
ORD_2110,CUST_143,NAB005,Water Mineral 500ml,Water,1,1.2,1.2,0.2
ORD_2110,CUST_143,BEER001,Premium Lager 355ml,Premium,1,3.5,3.5,0.35
ORD_2110,CUST_143,BEER004,Wheat Beer 473ml,Wheat,1,4.5,4.5,0.38
ORD_2110,CUST_143,NAB002,Energy Drink 250ml,Energy,1,2.5,2.5,0.35
ORD_2111,CUST_143,NAB003,Juice Orange 1L,Juice,461,3.0,1383.0,0.3
ORD_2111,CUST_143,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_2111,CUST_143,NAB002,Energy Drink 250ml,Energy,5,2.5,12.5,0.35
ORD_2111,CUST_143,BEER001,Premium Lager 355ml,Premium,1,3.5,3.5,0.35
ORD_2111,CUST_143,WINE004,Rose Wine 750ml,Rose,1,10.0,10.0,0.4
ORD_2111,CUST_143,SPIR001,Premium Vodka 750ml,Premium,1,25.0,25.0,0.45
ORD_2111,CUST_143,WINE002,White Wine 750ml,White,1,12.0,12.0,0.45
ORD_2111,CUST_143,BEER002,Craft IPA 473ml,Craft,1,5.0,5.0,0.4
ORD_2112,CUST_143,BEER005,Pilsner 330ml,Pilsner,634,3.2,2028.8,0.32
ORD_2112,CUST_143,SPIR004,Gin Premium 750ml,Gin,6,28.0,168.0,0.46
ORD_2112,CUST_143,WINE003,Sparkling Wine 750ml,Sparkling,10,18.0,180.0,0.55
ORD_2112,CUST_143,NAB001,Sparkling Water 500ml,Sparkling,42,1.5,63.0,0.4
ORD_2112,CUST_143,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_2113,CUST_143,SPIR002,Whiskey 750ml,Whiskey,7,35.0,245.0,0.5
ORD_2113,CUST_143,WINE002,White Wine 750ml,White,120,12.0,1440.0,0.45
ORD_2113,CUST_143,WINE004,Rose Wine 750ml,Rose,37,10.0,370.0,0.4
ORD_2113,CUST_143,BEER004,Wheat Beer 473ml,Wheat,115,4.5,517.5,0.38
ORD_2114,CUST_143,BEER008,Amber Ale 355ml,Amber,11,4.2,46.2,0.37
ORD_2114,CUST_143,BEER002,Craft IPA 473ml,Craft,283,5.0,1415.0,0.4
ORD_2114,CUST_143,BEER007,Pale Ale 473ml,Pale,8,4.75,38.0,0.41
ORD_2114,CUST_143,WINE002,White Wine 750ml,White,9,12.0,108.0,0.45
ORD_2114,CUST_143,BEER006,Stout 355ml,Stout,24,4.8,115.2,0.42
ORD_2115,CUST_143,BEER003,Light Beer 355ml,Light,744,3.0,2232.0,0.3
ORD_2116,CUST_143,BEER004,Wheat Beer 473ml,Wheat,48,4.5,216.0,0.38
ORD_2116,CUST_143,NAB004,Soda Cola 355ml,Soda,74,1.8,133.2,0.25
ORD_2116,CUST_143,SPIR005,Tequila Silver 750ml,Tequila,7,30.0,210.0,0.48
ORD_2116,CUST_143,WINE004,Rose Wine 750ml,Rose,24,10.0,240.0,0.4
ORD_2116,CUST_143,SPIR002,Whiskey 750ml,Whiskey,7,35.0,245.0,0.5
ORD_2117,CUST_143,BEER001,Premium Lager 355ml,Premium,525,3.5,1837.5,0.35
ORD_2117,CUST_143,SPIR004,Gin Premium 750ml,Gin,10,28.0,280.0,0.46
ORD_2117,CUST_143,BEER007,Pale Ale 473ml,Pale,8,4.75,38.0,0.41
ORD_2117,CUST_143,NAB005,Water Mineral 500ml,Water,6,1.2,7.2,0.2
ORD_2117,CUST_143,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_2117,CUST_143,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_2117,CUST_143,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_2118,CUST_143,NAB003,Juice Orange 1L,Juice,795,3.0,2385.0,0.3
ORD_2118,CUST_143,NAB001,Sparkling Water 500ml,Sparkling,62,1.5,93.0,0.4
ORD_2118,CUST_143,BEER004,Wheat Beer 473ml,Wheat,51,4.5,229.5,0.38
ORD_2118,CUST_143,BEER005,Pilsner 330ml,Pilsner,3,3.2,9.6,0.32
