visit_id,customer_id,visit_date,sales_rep_id,visit_duration,visit_outcome,next_visit_scheduled
VIS_1197,CUST_070,2025-10-02 00:20:27.804591,REP_14,44,Productive,2025-10-10 00:20:27.804591
VIS_1198,CUST_070,2025-10-16 00:20:27.804591,REP_08,50,Brief,2025-11-04 00:20:27.804591
VIS_1199,CUST_071,2025-04-03 00:20:27.804591,REP_11,47,Long Discussion,2025-04-16 00:20:27.804591
VIS_1200,CUST_071,2025-05-03 00:20:27.804591,REP_13,82,Long Discussion,2025-05-19 00:20:27.804591
VIS_1201,CUST_071,2025-05-18 00:20:27.804591,REP_03,119,Long Discussion,2025-05-25 00:20:27.804591
VIS_1202,CUST_071,2025-06-02 00:20:27.804591,REP_03,51,Long Discussion,2025-06-12 00:20:27.804591
VIS_1203,CUST_071,2025-06-17 00:20:27.804591,REP_01,45,Brief,2025-07-01 00:20:27.804591
VIS_1204,CUST_071,2025-07-02 00:20:27.804591,REP_13,73,Brief,2025-07-19 00:20:27.804591
VIS_1205,CUST_071,2025-08-01 00:20:27.804591,REP_08,53,Productive,2025-08-16 00:20:27.804591
VIS_1206,CUST_071,2025-09-30 00:20:27.804591,REP_10,42,Brief,2025-10-10 00:20:27.804591
VIS_1207,CUST_071,2025-10-15 00:20:27.804591,REP_13,51,Productive,2025-11-03 00:20:27.804591
VIS_1208,CUST_072,2025-04-03 00:20:27.804591,REP_16,63,Long Discussion,2025-04-19 00:20:27.804591
VIS_1209,CUST_072,2025-04-10 00:20:27.804591,REP_11,55,Long Discussion,2025-04-27 00:20:27.804591
VIS_1210,CUST_072,2025-05-08 00:20:27.804591,REP_20,77,Productive,2025-05-24 00:20:27.804591
VIS_1211,CUST_072,2025-06-05 00:20:27.804591,REP_03,85,Long Discussion,2025-06-15 00:20:27.804591
VIS_1212,CUST_072,2025-06-12 00:20:27.804591,REP_11,87,Brief,2025-06-21 00:20:27.804591
VIS_1213,CUST_072,2025-06-19 00:20:27.804591,REP_17,92,Productive,2025-07-03 00:20:27.804591
VIS_1214,CUST_072,2025-06-26 00:20:27.804591,REP_04,36,Brief,2025-07-12 00:20:27.804591
VIS_1215,CUST_072,2025-07-03 00:20:27.804591,REP_12,88,Long Discussion,2025-07-18 00:20:27.804591
VIS_1216,CUST_072,2025-07-24 00:20:27.804591,REP_11,73,Productive,2025-08-08 00:20:27.804591
VIS_1217,CUST_072,2025-07-31 00:20:27.804591,REP_12,77,Productive,2025-08-16 00:20:27.804591
VIS_1218,CUST_072,2025-08-07 00:20:27.804591,REP_08,110,Brief,2025-08-16 00:20:27.804591
VIS_1219,CUST_072,2025-08-14 00:20:27.804591,REP_16,55,Productive,2025-08-29 00:20:27.804591
VIS_1220,CUST_072,2025-08-21 00:20:27.804591,REP_09,97,Brief,2025-09-11 00:20:27.804591
VIS_1221,CUST_072,2025-08-28 00:20:27.804591,REP_06,102,Long Discussion,2025-09-04 00:20:27.804591
VIS_1222,CUST_072,2025-09-04 00:20:27.804591,REP_01,49,Long Discussion,2025-09-12 00:20:27.804591
VIS_1223,CUST_072,2025-09-11 00:20:27.804591,REP_15,52,Brief,2025-09-23 00:20:27.804591
VIS_1224,CUST_072,2025-09-25 00:20:27.804591,REP_08,63,Productive,2025-10-02 00:20:27.804591
VIS_1225,CUST_072,2025-10-02 00:20:27.804591,REP_11,92,Long Discussion,2025-10-21 00:20:27.804591
VIS_1226,CUST_072,2025-10-09 00:20:27.804591,REP_08,43,Brief,2025-10-21 00:20:27.804591
VIS_1227,CUST_073,2025-04-03 00:20:27.804591,REP_12,59,Productive,2025-04-13 00:20:27.804591
VIS_1228,CUST_073,2025-04-09 00:20:27.804591,REP_05,65,Productive,2025-04-19 00:20:27.804591
VIS_1229,CUST_073,2025-04-15 00:20:27.804591,REP_04,44,Productive,2025-04-23 00:20:27.804591
VIS_1230,CUST_073,2025-04-21 00:20:27.804591,REP_10,69,Productive,2025-04-29 00:20:27.804591
VIS_1231,CUST_073,2025-04-27 00:20:27.804591,REP_15,112,Brief,2025-05-12 00:20:27.804591
VIS_1232,CUST_073,2025-05-03 00:20:27.804591,REP_01,77,Brief,2025-05-20 00:20:27.804591
VIS_1233,CUST_073,2025-05-15 00:20:27.804591,REP_05,91,Brief,2025-05-22 00:20:27.804591
VIS_1234,CUST_073,2025-05-27 00:20:27.804591,REP_02,69,Long Discussion,2025-06-10 00:20:27.804591
VIS_1235,CUST_073,2025-06-02 00:20:27.804591,REP_16,108,Long Discussion,2025-06-20 00:20:27.804591
VIS_1236,CUST_073,2025-06-20 00:20:27.804591,REP_12,81,Long Discussion,2025-07-06 00:20:27.804591
VIS_1237,CUST_073,2025-06-26 00:20:27.804591,REP_10,39,Productive,2025-07-06 00:20:27.804591
VIS_1238,CUST_073,2025-07-02 00:20:27.804591,REP_15,118,Brief,2025-07-21 00:20:27.804591
VIS_1239,CUST_073,2025-07-08 00:20:27.804591,REP_20,78,Brief,2025-07-17 00:20:27.804591
VIS_1240,CUST_073,2025-07-26 00:20:27.804591,REP_19,82,Long Discussion,2025-08-02 00:20:27.804591
VIS_1241,CUST_073,2025-08-07 00:20:27.804591,REP_04,108,Brief,2025-08-21 00:20:27.804591
VIS_1242,CUST_073,2025-08-13 00:20:27.804591,REP_12,111,Productive,2025-08-22 00:20:27.804591
VIS_1243,CUST_073,2025-08-19 00:20:27.804591,REP_03,48,Brief,2025-09-08 00:20:27.804591
VIS_1244,CUST_073,2025-08-31 00:20:27.804591,REP_10,48,Productive,2025-09-18 00:20:27.804591
VIS_1245,CUST_073,2025-09-06 00:20:27.804591,REP_19,58,Productive,2025-09-23 00:20:27.804591
VIS_1246,CUST_073,2025-09-18 00:20:27.804591,REP_18,40,Brief,2025-09-28 00:20:27.804591
VIS_1247,CUST_073,2025-09-24 00:20:27.804591,REP_14,39,Brief,2025-10-07 00:20:27.804591
VIS_1248,CUST_073,2025-10-06 00:20:27.804591,REP_16,69,Long Discussion,2025-10-17 00:20:27.804591
VIS_1249,CUST_073,2025-10-18 00:20:27.804591,REP_16,35,Brief,2025-10-26 00:20:27.804591
VIS_1250,CUST_074,2025-04-03 00:20:27.804591,REP_17,104,Brief,2025-04-24 00:20:27.804591
VIS_1251,CUST_074,2025-04-06 00:20:27.804591,REP_04,45,Brief,2025-04-20 00:20:27.804591
VIS_1252,CUST_074,2025-04-09 00:20:27.804591,REP_15,46,Productive,2025-04-25 00:20:27.804591
VIS_1253,CUST_074,2025-04-12 00:20:27.804591,REP_07,93,Productive,2025-04-24 00:20:27.804591
VIS_1254,CUST_074,2025-04-15 00:20:27.804591,REP_17,81,Productive,2025-04-24 00:20:27.804591
VIS_1255,CUST_074,2025-04-18 00:20:27.804591,REP_05,56,Brief,2025-05-08 00:20:27.804591
VIS_1256,CUST_074,2025-04-21 00:20:27.804591,REP_10,73,Long Discussion,2025-05-06 00:20:27.804591
VIS_1257,CUST_074,2025-04-27 00:20:27.804591,REP_13,104,Productive,2025-05-11 00:20:27.804591
VIS_1258,CUST_074,2025-04-30 00:20:27.804591,REP_09,89,Long Discussion,2025-05-15 00:20:27.804591
VIS_1259,CUST_074,2025-05-03 00:20:27.804591,REP_01,96,Long Discussion,2025-05-10 00:20:27.804591
VIS_1260,CUST_074,2025-05-06 00:20:27.804591,REP_15,110,Productive,2025-05-14 00:20:27.804591
VIS_1261,CUST_074,2025-05-15 00:20:27.804591,REP_09,110,Brief,2025-05-26 00:20:27.804591
VIS_1262,CUST_074,2025-05-18 00:20:27.804591,REP_05,92,Brief,2025-06-06 00:20:27.804591
VIS_1263,CUST_074,2025-05-21 00:20:27.804591,REP_09,51,Brief,2025-06-01 00:20:27.804591
VIS_1264,CUST_074,2025-05-27 00:20:27.804591,REP_07,81,Brief,2025-06-09 00:20:27.804591
VIS_1265,CUST_074,2025-06-02 00:20:27.804591,REP_18,80,Long Discussion,2025-06-16 00:20:27.804591
VIS_1266,CUST_074,2025-06-05 00:20:27.804591,REP_18,97,Productive,2025-06-18 00:20:27.804591
VIS_1267,CUST_074,2025-06-08 00:20:27.804591,REP_06,92,Long Discussion,2025-06-22 00:20:27.804591
VIS_1268,CUST_074,2025-06-11 00:20:27.804591,REP_10,87,Brief,2025-06-22 00:20:27.804591
VIS_1269,CUST_074,2025-06-14 00:20:27.804591,REP_15,96,Long Discussion,2025-06-25 00:20:27.804591
VIS_1270,CUST_074,2025-06-17 00:20:27.804591,REP_05,89,Productive,2025-07-05 00:20:27.804591
VIS_1271,CUST_074,2025-06-23 00:20:27.804591,REP_04,111,Long Discussion,2025-07-13 00:20:27.804591
VIS_1272,CUST_074,2025-06-29 00:20:27.804591,REP_11,83,Brief,2025-07-11 00:20:27.804591
VIS_1273,CUST_074,2025-07-05 00:20:27.804591,REP_07,72,Brief,2025-07-22 00:20:27.804591
VIS_1274,CUST_074,2025-07-11 00:20:27.804591,REP_11,114,Brief,2025-07-27 00:20:27.804591
VIS_1275,CUST_074,2025-07-14 00:20:27.804591,REP_01,88,Long Discussion,2025-08-02 00:20:27.804591
VIS_1276,CUST_074,2025-07-20 00:20:27.804591,REP_15,112,Productive,2025-08-09 00:20:27.804591
VIS_1277,CUST_074,2025-07-23 00:20:27.804591,REP_12,73,Productive,2025-07-30 00:20:27.804591
VIS_1278,CUST_074,2025-07-29 00:20:27.804591,REP_07,43,Brief,2025-08-06 00:20:27.804591
VIS_1279,CUST_074,2025-08-01 00:20:27.804591,REP_06,74,Long Discussion,2025-08-10 00:20:27.804591
VIS_1280,CUST_074,2025-08-04 00:20:27.804591,REP_06,103,Long Discussion,2025-08-19 00:20:27.804591
VIS_1281,CUST_074,2025-08-07 00:20:27.804591,REP_15,118,Productive,2025-08-18 00:20:27.804591
VIS_1282,CUST_074,2025-08-10 00:20:27.804591,REP_12,73,Long Discussion,2025-08-31 00:20:27.804591
VIS_1283,CUST_074,2025-08-13 00:20:27.804591,REP_11,43,Brief,2025-08-27 00:20:27.804591
VIS_1284,CUST_074,2025-08-16 00:20:27.804591,REP_18,75,Brief,2025-08-28 00:20:27.804591
VIS_1285,CUST_074,2025-08-19 00:20:27.804591,REP_13,69,Productive,2025-09-07 00:20:27.804591
VIS_1286,CUST_074,2025-08-25 00:20:27.804591,REP_15,69,Productive,2025-09-09 00:20:27.804591
VIS_1287,CUST_074,2025-09-03 00:20:27.804591,REP_05,36,Brief,2025-09-11 00:20:27.804591
VIS_1288,CUST_074,2025-09-06 00:20:27.804591,REP_10,103,Brief,2025-09-13 00:20:27.804591
VIS_1289,CUST_074,2025-09-09 00:20:27.804591,REP_13,73,Productive,2025-09-27 00:20:27.804591
VIS_1290,CUST_074,2025-09-12 00:20:27.804591,REP_04,65,Long Discussion,2025-09-26 00:20:27.804591
VIS_1291,CUST_074,2025-09-15 00:20:27.804591,REP_20,82,Brief,2025-09-25 00:20:27.804591
VIS_1292,CUST_074,2025-09-18 00:20:27.804591,REP_12,34,Productive,2025-10-04 00:20:27.804591
VIS_1293,CUST_074,2025-09-21 00:20:27.804591,REP_06,45,Long Discussion,2025-10-07 00:20:27.804591
VIS_1294,CUST_074,2025-09-24 00:20:27.804591,REP_20,54,Productive,2025-10-01 00:20:27.804591
VIS_1295,CUST_074,2025-09-27 00:20:27.804591,REP_01,84,Long Discussion,2025-10-09 00:20:27.804591
VIS_1296,CUST_074,2025-09-30 00:20:27.804591,REP_19,79,Long Discussion,2025-10-08 00:20:27.804591
VIS_1297,CUST_074,2025-10-03 00:20:27.804591,REP_11,99,Long Discussion,2025-10-14 00:20:27.804591
VIS_1298,CUST_074,2025-10-06 00:20:27.804591,REP_12,46,Productive,2025-10-19 00:20:27.804591
VIS_1299,CUST_074,2025-10-09 00:20:27.804591,REP_09,39,Productive,2025-10-30 00:20:27.804591
VIS_1300,CUST_075,2025-04-03 00:20:27.804591,REP_19,78,Brief,2025-04-16 00:20:27.804591
VIS_1301,CUST_075,2025-04-21 00:20:27.804591,REP_14,48,Productive,2025-04-30 00:20:27.804591
VIS_1302,CUST_075,2025-04-30 00:20:27.804591,REP_12,45,Long Discussion,2025-05-20 00:20:27.804591
VIS_1303,CUST_075,2025-05-09 00:20:27.804591,REP_04,107,Brief,2025-05-23 00:20:27.804591
VIS_1304,CUST_075,2025-05-18 00:20:27.804591,REP_06,103,Brief,2025-05-25 00:20:27.804591
VIS_1305,CUST_075,2025-05-27 00:20:27.804591,REP_14,75,Productive,2025-06-04 00:20:27.804591
VIS_1306,CUST_075,2025-06-14 00:20:27.804591,REP_07,64,Productive,2025-06-23 00:20:27.804591
VIS_1307,CUST_075,2025-06-23 00:20:27.804591,REP_02,66,Productive,2025-07-01 00:20:27.804591
VIS_1308,CUST_075,2025-07-11 00:20:27.804591,REP_15,88,Productive,2025-07-20 00:20:27.804591
VIS_1309,CUST_075,2025-07-20 00:20:27.804591,REP_15,62,Long Discussion,2025-08-10 00:20:27.804591
VIS_1310,CUST_075,2025-08-25 00:20:27.804591,REP_13,92,Brief,2025-09-03 00:20:27.804591
VIS_1311,CUST_075,2025-09-03 00:20:27.804591,REP_13,34,Productive,2025-09-17 00:20:27.804591
VIS_1312,CUST_075,2025-09-30 00:20:27.804591,REP_16,115,Long Discussion,2025-10-14 00:20:27.804591
VIS_1313,CUST_076,2025-04-03 00:20:27.804591,REP_04,38,Productive,2025-04-10 00:20:27.804591
VIS_1314,CUST_076,2025-05-03 00:20:27.804591,REP_06,117,Long Discussion,2025-05-12 00:20:27.804591
VIS_1315,CUST_076,2025-07-02 00:20:27.804591,REP_12,51,Productive,2025-07-12 00:20:27.804591
VIS_1316,CUST_076,2025-08-01 00:20:27.804591,REP_11,35,Brief,2025-08-12 00:20:27.804591
VIS_1317,CUST_077,2025-04-03 00:20:27.804591,REP_06,63,Brief,2025-04-18 00:20:27.804591
VIS_1318,CUST_077,2025-04-09 00:20:27.804591,REP_13,100,Brief,2025-04-22 00:20:27.804591
VIS_1319,CUST_077,2025-04-15 00:20:27.804591,REP_04,51,Brief,2025-04-23 00:20:27.804591
VIS_1320,CUST_077,2025-04-21 00:20:27.804591,REP_12,71,Long Discussion,2025-05-02 00:20:27.804591
VIS_1321,CUST_077,2025-04-27 00:20:27.804591,REP_19,61,Productive,2025-05-14 00:20:27.804591
VIS_1322,CUST_077,2025-05-03 00:20:27.804591,REP_16,37,Productive,2025-05-11 00:20:27.804591
VIS_1323,CUST_077,2025-05-15 00:20:27.804591,REP_13,39,Long Discussion,2025-05-28 00:20:27.804591
VIS_1324,CUST_077,2025-05-21 00:20:27.804591,REP_02,69,Brief,2025-06-07 00:20:27.804591
VIS_1325,CUST_077,2025-05-27 00:20:27.804591,REP_02,49,Long Discussion,2025-06-16 00:20:27.804591
VIS_1326,CUST_077,2025-06-02 00:20:27.804591,REP_12,63,Brief,2025-06-10 00:20:27.804591
VIS_1327,CUST_077,2025-06-08 00:20:27.804591,REP_02,63,Productive,2025-06-22 00:20:27.804591
VIS_1328,CUST_077,2025-06-14 00:20:27.804591,REP_02,51,Long Discussion,2025-07-01 00:20:27.804591
VIS_1329,CUST_077,2025-06-20 00:20:27.804591,REP_02,72,Productive,2025-06-30 00:20:27.804591
VIS_1330,CUST_077,2025-06-26 00:20:27.804591,REP_06,60,Brief,2025-07-16 00:20:27.804591
VIS_1331,CUST_077,2025-07-02 00:20:27.804591,REP_09,80,Long Discussion,2025-07-13 00:20:27.804591
VIS_1332,CUST_077,2025-07-26 00:20:27.804591,REP_18,75,Productive,2025-08-03 00:20:27.804591
VIS_1333,CUST_077,2025-08-01 00:20:27.804591,REP_02,81,Brief,2025-08-20 00:20:27.804591
VIS_1334,CUST_077,2025-08-07 00:20:27.804591,REP_08,52,Productive,2025-08-24 00:20:27.804591
VIS_1335,CUST_077,2025-08-13 00:20:27.804591,REP_20,39,Productive,2025-08-21 00:20:27.804591
VIS_1336,CUST_077,2025-08-25 00:20:27.804591,REP_04,53,Brief,2025-09-10 00:20:27.804591
VIS_1337,CUST_077,2025-09-06 00:20:27.804591,REP_06,104,Productive,2025-09-19 00:20:27.804591
VIS_1338,CUST_077,2025-09-12 00:20:27.804591,REP_05,48,Productive,2025-10-03 00:20:27.804591
VIS_1339,CUST_077,2025-09-24 00:20:27.804591,REP_12,61,Long Discussion,2025-10-05 00:20:27.804591
VIS_1340,CUST_077,2025-09-30 00:20:27.804591,REP_15,72,Brief,2025-10-21 00:20:27.804591
VIS_1341,CUST_077,2025-10-06 00:20:27.804591,REP_16,81,Brief,2025-10-23 00:20:27.804591
VIS_1342,CUST_077,2025-10-12 00:20:27.804591,REP_06,115,Brief,2025-11-01 00:20:27.804591
VIS_1343,CUST_078,2025-04-27 00:20:27.804591,REP_08,85,Brief,2025-05-04 00:20:27.804591
VIS_1344,CUST_078,2025-05-09 00:20:27.804591,REP_18,57,Productive,2025-05-26 00:20:27.804591
VIS_1345,CUST_078,2025-05-21 00:20:27.804591,REP_17,55,Long Discussion,2025-06-10 00:20:27.804591
VIS_1346,CUST_078,2025-06-14 00:20:27.804591,REP_07,80,Long Discussion,2025-06-22 00:20:27.804591
VIS_1347,CUST_078,2025-06-26 00:20:27.804591,REP_19,53,Brief,2025-07-09 00:20:27.804591
VIS_1348,CUST_078,2025-07-08 00:20:27.804591,REP_13,112,Long Discussion,2025-07-15 00:20:27.804591
VIS_1349,CUST_078,2025-07-20 00:20:27.804591,REP_01,91,Long Discussion,2025-08-01 00:20:27.804591
VIS_1350,CUST_078,2025-08-01 00:20:27.804591,REP_08,36,Productive,2025-08-08 00:20:27.804591
VIS_1351,CUST_078,2025-08-13 00:20:27.804591,REP_05,92,Brief,2025-08-20 00:20:27.804591
VIS_1352,CUST_078,2025-08-25 00:20:27.804591,REP_14,114,Productive,2025-09-05 00:20:27.804591
VIS_1353,CUST_078,2025-09-06 00:20:27.804591,REP_01,109,Productive,2025-09-21 00:20:27.804591
VIS_1354,CUST_078,2025-09-18 00:20:27.804591,REP_08,87,Productive,2025-09-29 00:20:27.804591
VIS_1355,CUST_078,2025-09-30 00:20:27.804591,REP_04,57,Brief,2025-10-11 00:20:27.804591
VIS_1356,CUST_078,2025-10-12 00:20:27.804591,REP_06,93,Long Discussion,2025-10-22 00:20:27.804591
VIS_1357,CUST_079,2025-04-03 00:20:27.804591,REP_14,120,Long Discussion,2025-04-19 00:20:27.804591
VIS_1358,CUST_079,2025-04-12 00:20:27.804591,REP_19,71,Brief,2025-04-21 00:20:27.804591
VIS_1359,CUST_079,2025-04-21 00:20:27.804591,REP_14,46,Long Discussion,2025-05-01 00:20:27.804591
VIS_1360,CUST_079,2025-06-14 00:20:27.804591,REP_05,69,Productive,2025-07-01 00:20:27.804591
VIS_1361,CUST_079,2025-06-23 00:20:27.804591,REP_17,40,Long Discussion,2025-07-13 00:20:27.804591
VIS_1362,CUST_079,2025-07-02 00:20:27.804591,REP_17,43,Long Discussion,2025-07-23 00:20:27.804591
VIS_1363,CUST_079,2025-07-11 00:20:27.804591,REP_03,115,Long Discussion,2025-07-18 00:20:27.804591
VIS_1364,CUST_079,2025-07-20 00:20:27.804591,REP_17,33,Long Discussion,2025-08-04 00:20:27.804591
VIS_1365,CUST_079,2025-07-29 00:20:27.804591,REP_02,63,Productive,2025-08-14 00:20:27.804591
VIS_1366,CUST_079,2025-08-07 00:20:27.804591,REP_13,52,Brief,2025-08-16 00:20:27.804591
VIS_1367,CUST_079,2025-09-03 00:20:27.804591,REP_05,53,Brief,2025-09-15 00:20:27.804591
VIS_1368,CUST_079,2025-09-12 00:20:27.804591,REP_05,79,Brief,2025-09-22 00:20:27.804591
VIS_1369,CUST_079,2025-09-30 00:20:27.804591,REP_16,52,Productive,2025-10-21 00:20:27.804591
VIS_1370,CUST_079,2025-10-09 00:20:27.804591,REP_11,74,Productive,2025-10-18 00:20:27.804591
VIS_1371,CUST_079,2025-10-18 00:20:27.804591,REP_04,80,Long Discussion,2025-11-07 00:20:27.804591
VIS_1372,CUST_080,2025-04-23 00:20:27.804591,REP_15,62,Brief,2025-05-01 00:20:27.804591
VIS_1373,CUST_080,2025-05-13 00:20:27.804591,REP_13,73,Long Discussion,2025-06-01 00:20:27.804591
VIS_1374,CUST_080,2025-06-22 00:20:27.804591,REP_18,81,Productive,2025-07-11 00:20:27.804591
VIS_1375,CUST_080,2025-09-30 00:20:27.804591,REP_19,84,Brief,2025-10-20 00:20:27.804591
VIS_1376,CUST_081,2025-04-12 00:20:27.804591,REP_05,112,Long Discussion,2025-04-25 00:20:27.804591
VIS_1377,CUST_081,2025-04-15 00:20:27.804591,REP_10,91,Productive,2025-05-02 00:20:27.804591
VIS_1378,CUST_081,2025-04-18 00:20:27.804591,REP_03,57,Productive,2025-05-05 00:20:27.804591
VIS_1379,CUST_081,2025-04-21 00:20:27.804591,REP_05,54,Long Discussion,2025-05-07 00:20:27.804591
VIS_1380,CUST_081,2025-04-24 00:20:27.804591,REP_03,98,Brief,2025-05-07 00:20:27.804591
VIS_1381,CUST_081,2025-04-27 00:20:27.804591,REP_12,36,Brief,2025-05-18 00:20:27.804591
VIS_1382,CUST_081,2025-04-30 00:20:27.804591,REP_19,118,Long Discussion,2025-05-20 00:20:27.804591
VIS_1383,CUST_081,2025-05-03 00:20:27.804591,REP_03,78,Brief,2025-05-24 00:20:27.804591
VIS_1384,CUST_081,2025-05-09 00:20:27.804591,REP_12,75,Long Discussion,2025-05-25 00:20:27.804591
VIS_1385,CUST_081,2025-05-15 00:20:27.804591,REP_20,78,Brief,2025-05-31 00:20:27.804591
VIS_1386,CUST_081,2025-05-18 00:20:27.804591,REP_02,53,Productive,2025-05-28 00:20:27.804591
VIS_1387,CUST_081,2025-05-21 00:20:27.804591,REP_10,103,Long Discussion,2025-06-06 00:20:27.804591
VIS_1388,CUST_081,2025-05-27 00:20:27.804591,REP_04,67,Productive,2025-06-10 00:20:27.804591
VIS_1389,CUST_081,2025-05-30 00:20:27.804591,REP_09,55,Long Discussion,2025-06-10 00:20:27.804591
VIS_1390,CUST_081,2025-06-05 00:20:27.804591,REP_04,83,Productive,2025-06-18 00:20:27.804591
VIS_1391,CUST_081,2025-06-08 00:20:27.804591,REP_16,89,Brief,2025-06-27 00:20:27.804591
VIS_1392,CUST_081,2025-06-11 00:20:27.804591,REP_09,48,Productive,2025-06-20 00:20:27.804591
VIS_1393,CUST_081,2025-06-14 00:20:27.804591,REP_06,117,Brief,2025-06-23 00:20:27.804591
VIS_1394,CUST_081,2025-06-20 00:20:27.804591,REP_19,91,Productive,2025-07-05 00:20:27.804591
VIS_1395,CUST_081,2025-06-23 00:20:27.804591,REP_19,33,Productive,2025-07-04 00:20:27.804591
VIS_1396,CUST_081,2025-06-26 00:20:27.804591,REP_04,88,Brief,2025-07-04 00:20:27.804591
VIS_1397,CUST_081,2025-06-29 00:20:27.804591,REP_06,105,Brief,2025-07-14 00:20:27.804591
VIS_1398,CUST_081,2025-07-02 00:20:27.804591,REP_18,71,Productive,2025-07-17 00:20:27.804591
VIS_1399,CUST_081,2025-07-08 00:20:27.804591,REP_16,42,Productive,2025-07-19 00:20:27.804591
VIS_1400,CUST_081,2025-07-11 00:20:27.804591,REP_11,41,Productive,2025-07-23 00:20:27.804591
VIS_1401,CUST_081,2025-07-14 00:20:27.804591,REP_07,116,Long Discussion,2025-07-25 00:20:27.804591
VIS_1402,CUST_081,2025-07-20 00:20:27.804591,REP_15,39,Long Discussion,2025-08-06 00:20:27.804591
VIS_1403,CUST_081,2025-08-01 00:20:27.804591,REP_07,74,Brief,2025-08-15 00:20:27.804591
VIS_1404,CUST_081,2025-08-04 00:20:27.804591,REP_12,63,Productive,2025-08-14 00:20:27.804591
VIS_1405,CUST_081,2025-08-10 00:20:27.804591,REP_06,71,Brief,2025-08-18 00:20:27.804591
VIS_1406,CUST_081,2025-08-13 00:20:27.804591,REP_14,99,Long Discussion,2025-08-22 00:20:27.804591
VIS_1407,CUST_081,2025-08-16 00:20:27.804591,REP_05,34,Brief,2025-09-06 00:20:27.804591
VIS_1408,CUST_081,2025-08-19 00:20:27.804591,REP_19,112,Long Discussion,2025-09-09 00:20:27.804591
VIS_1409,CUST_081,2025-08-25 00:20:27.804591,REP_18,118,Productive,2025-09-03 00:20:27.804591
VIS_1410,CUST_081,2025-09-03 00:20:27.804591,REP_04,116,Long Discussion,2025-09-16 00:20:27.804591
VIS_1411,CUST_081,2025-09-06 00:20:27.804591,REP_04,102,Long Discussion,2025-09-23 00:20:27.804591
VIS_1412,CUST_081,2025-09-09 00:20:27.804591,REP_03,84,Long Discussion,2025-09-18 00:20:27.804591
VIS_1413,CUST_081,2025-09-12 00:20:27.804591,REP_10,106,Long Discussion,2025-09-22 00:20:27.804591
VIS_1414,CUST_081,2025-09-15 00:20:27.804591,REP_10,71,Productive,2025-10-03 00:20:27.804591
VIS_1415,CUST_081,2025-09-18 00:20:27.804591,REP_04,55,Productive,2025-10-09 00:20:27.804591
VIS_1416,CUST_081,2025-09-21 00:20:27.804591,REP_14,44,Productive,2025-10-04 00:20:27.804591
VIS_1417,CUST_081,2025-09-24 00:20:27.804591,REP_10,79,Productive,2025-10-07 00:20:27.804591
VIS_1418,CUST_081,2025-09-27 00:20:27.804591,REP_01,70,Brief,2025-10-07 00:20:27.804591
VIS_1419,CUST_081,2025-09-30 00:20:27.804591,REP_01,91,Long Discussion,2025-10-19 00:20:27.804591
VIS_1420,CUST_081,2025-10-03 00:20:27.804591,REP_08,78,Brief,2025-10-11 00:20:27.804591
VIS_1421,CUST_081,2025-10-06 00:20:27.804591,REP_09,91,Productive,2025-10-19 00:20:27.804591
VIS_1422,CUST_081,2025-10-09 00:20:27.804591,REP_12,60,Productive,2025-10-18 00:20:27.804591
VIS_1423,CUST_081,2025-10-12 00:20:27.804591,REP_17,106,Brief,2025-11-01 00:20:27.804591
VIS_1424,CUST_081,2025-10-15 00:20:27.804591,REP_13,109,Brief,2025-10-24 00:20:27.804591
VIS_1425,CUST_082,2025-04-03 00:20:27.804591,REP_05,36,Brief,2025-04-11 00:20:27.804591
VIS_1426,CUST_082,2025-04-30 00:20:27.804591,REP_06,108,Productive,2025-05-08 00:20:27.804591
VIS_1427,CUST_082,2025-05-27 00:20:27.804591,REP_04,112,Brief,2025-06-17 00:20:27.804591
VIS_1428,CUST_082,2025-06-23 00:20:27.804591,REP_15,70,Long Discussion,2025-07-11 00:20:27.804591
VIS_1429,CUST_082,2025-08-16 00:20:27.804591,REP_09,92,Brief,2025-08-23 00:20:27.804591
VIS_1430,CUST_083,2025-04-03 00:20:27.804591,REP_12,61,Productive,2025-04-17 00:20:27.804591
VIS_1431,CUST_083,2025-04-21 00:20:27.804591,REP_01,63,Brief,2025-05-11 00:20:27.804591
VIS_1432,CUST_083,2025-04-30 00:20:27.804591,REP_04,67,Long Discussion,2025-05-10 00:20:27.804591
VIS_1433,CUST_083,2025-05-09 00:20:27.804591,REP_09,36,Productive,2025-05-25 00:20:27.804591
VIS_1434,CUST_083,2025-05-27 00:20:27.804591,REP_13,91,Brief,2025-06-07 00:20:27.804591
VIS_1435,CUST_083,2025-06-05 00:20:27.804591,REP_14,105,Long Discussion,2025-06-12 00:20:27.804591
VIS_1436,CUST_083,2025-06-14 00:20:27.804591,REP_03,63,Productive,2025-06-26 00:20:27.804591
VIS_1437,CUST_083,2025-07-11 00:20:27.804591,REP_13,55,Brief,2025-07-28 00:20:27.804591
VIS_1438,CUST_083,2025-07-29 00:20:27.804591,REP_11,112,Brief,2025-08-07 00:20:27.804591
VIS_1439,CUST_083,2025-08-07 00:20:27.804591,REP_17,53,Productive,2025-08-15 00:20:27.804591
VIS_1440,CUST_083,2025-08-25 00:20:27.804591,REP_20,84,Brief,2025-09-09 00:20:27.804591
VIS_1441,CUST_083,2025-09-03 00:20:27.804591,REP_10,55,Brief,2025-09-18 00:20:27.804591
